"institution.name","collection","object_name","object_number","title","description","edition","creator","creator.role","production.place","production.date.start","production.date.start.prec","production.date.notes","production.date.end","production.date.end.prec","material","material.part","technique","technique.part","dimension.notes","dimension.part","dimension.value","dimension.unit","acquisition.date","acquisition.method","acquisition.place","exhibition","exhibition.date.start","exhibition.date.end","exhibition.venue.place","related_object.association","related_object.reference","related_object.title"
"Design Museum Gent","","doos (houder)","1987-1110","Doos en deksel met rozentakken","","","Delatte, F.","uitvoerder","Frankrijk","1900","circa","datum uitvoering","1900","circa","glas (materiaal)","geheel","","","","geheel","6.3","cm","1987","legaat","Den Haag","Collectie in progress","2016-05-18","2018-04-02","Gent","","",""
"Design Museum Gent","","ijslepel","2006-0105_04-11","IJslepel","IJslepel in een japonistische vormgeving met imitatie van twijgen en roggenhuid. De lepel is achteraan glad en verguld, net als de greep.","","Wolfers, Philippe","ontwerper","Brussel","1890","circa","datum ontwerp","1897","circa","zilver","geheel","metaalbewerken","","","geheel","11.5","cm","2007-06-25","aankoop","Gent","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0863","Paneel met Mercurius en Herse","Paneel met vermoedelijk een voorstelling van Mercurius en Herse.","","onbekend","ontwerper","Frankrijk","1620","circa","datum uitvoering","1660","circa","grenenhout","constructie","","","","geheel","45","cm","1909","onbekend","","","","","","","0861","Paneel met Apollo en Cyparissus"
"Design Museum Gent","meubels","kapiteel","0853","Kapiteel met engelenkop","Massief kapiteel met een engelenkop boven een bloemenslinger. Het fragment was mogelijk onderdeel van een meubel of een lambrisering.","","onbekend","ontwerper","","1660","","datum uitvoering","1720","","notenhout","geheel","","","","geheel","15","cm","1909","onbekend","","","","","","","3247","Kapiteel met engelenkop"
"Design Museum Gent","","soepbord","1989-0078_068-103","Soepbord 22 Seagull","Soepbord modelnummer 22 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","","","geheel","5","cm","1990","aankoop","Gent","","","","","","",""
"Design Museum Gent","","melkkan","2010-0098_2-4","Melkkan in japoniserende stijl","Zilveren melkkan in japoniserende stijl. Het geeft de indruk gemaakt te zijn uit een samengebonden doek.","","Wolfers, Philippe","ontwerper","Brussel","1890","circa","","","","zilver","geheel","metaalbewerken","","","geheel","5.7","cm","2010-11","schenking","Gent","Collectie in progress","2016-05-18","2018-04-02","Gent","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2007-0016","Dulex","Elektrisch wafelijzer voor een enkele wafel met vaste bakvorm. Het toestel heeft twee bakelieten handvaten en een centrale poot waarover het wafelijzer kan gekeerd worden. Op beide bakzijden is een elektrische aansluiting. Het wafelijzer hoort in een reeks toestellen die Nova rond 1950 op de markt bracht bestaande uit de Multex, Unilex, Unex, Dulex en Gaufrex.","","Nova","producent","Luik (stad)","1950","circa","datum productie","1955","circa","metaal","constructie","","","","geheel","13.5","cm","2007-07-03","schenking","Gentbrugge","Gestalte/Grafische vormgeving: Collect & show","2017-05-19","2017-09-17","Gent","","",""
"Design Museum Gent","jaren 1970","melkkan","2007-0058_1-2","Melkkan uit de reeks 'EM77'","De melkkan hoort bij de bekende thermoskan uit de reeks 'EM77' van Stelton.","","Magnussen, Erik","ontwerper","Denemarken","1977","","datum ontwerp","1977","","acrylonitrile-butadiene-styrene plastic (pp)","geheel","spuitgieten","geheel","","geheel","9.7","cm","","","","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","3252","Rond paneel met wapenschild","Rond paneel met een voorstelling van een gehelmd wapenschild met snoek, toe te schrijven aan een ridder. Naast het wapenschild staan twee schildhouders in de vorm van krijgers die elk een vlag dragen.","","onbekend","ontwerper","","1580","","datum uitvoering","1620","","hout","geheel","","","","geheel","24.8","cm","","onbekend","","","","","","","",""
"Design Museum Gent","jaren 1970","schrijfmeubel","1974-0010","Academy","Dit bureau werd gebruikt door Lieven Daenens, directeur van het Museum voor Sierkunst.","","Vanden Berghe, Bob","ontwerper","Gent","1970","circa","datum uitvoering","1974","circa","hout","constructie","","","","geheel","75","cm","1974","aankoop","Gent","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0835","Paneel met centraal portretmedaillon","Massief paneel met een portret in een centraal medaillon van laurierbladeren. Het medaillon is omgeven door guirlandes. De zijkanten van de rugzijde van het paneel zijn afgeschuind. Twee gelijkaardige panelen in de collectie van Design Museum Gent met een centraal portretmedaillon (nummer 3790) en een cartouche (nummer 3789) zijn vermoedelijk afkomstig van hetzelfde meubel.","","onbekend","ontwerper","Frankrijk","1530","vermoedelijk","datum uitvoering","1580","vermoedleijk","eikenhout","geheel","","","","geheel","40.8","cm","1909","onbekend","","","","","","","3790","Paneel met centraal portretmedaillon"
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0840","Paneel met centraal portretmedaillon","Massief paneel met vrouwenportret in een centraal medaillon. Het bladmedaillon is omgeven door bladarabesken. ","","onbekend","ontwerper","Frankrijk","1520","","datum uitvoering [Franse Renaissance]","1580","","hout","geheel","","","","geheel","34","cm","","onbekend","","","","","","","",""
"Design Museum Gent","modelfragmenten","kastmeubel","0842","Paneel met centraal portretmedaillon","Massief paneel met vrouwenportret in een centraal medaillon. Het medaillon is omgeven door grotesken. Het paneel vormde vermoedelijk het voorbord van een lade. Op de linker- en rechterachterzijde zijn zwaluwstaartverbindingen zichtbaar. De vier randprofielen werden in verstek samengebracht. Aan de lange zijden werden ze uit het paneel zelf gesneden, terwijl ze aan de korte zijden met nagels aan het paneel bevestigd werden. Een gelijkaardig paneel met een mannenportret in een centraal medaillon uit de collectie van Design Museum Gent (nummer 0871) is vermoedelijk afkomstig van hetzelfde meubel.","","onbekend","ontwerper","","1520","","datum uitvoering","1570","","notenhout","geheel","","","","geheel","18.8","cm","1909","onbekend","","","","","","","0871","Paneel met centraal portretmedaillon"
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0844","Paneel met maaswerk","Massief paneel met maaswerk met centrale rozet en visblaasmotief. Maaswerk met visblaasmotieven was kenmerkend voor het laatgotische raamwerk van vensters. ","","onbekend","ontwerper","","1400","","datum uitvoering","1520","","eikenhout","geheel","","","","geheel","30.6","cm","1913","schenking","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","balkzool","0846","Paneel met wapenschild van bisschop Antonius Triest","Massief paneel met het wapenschild van Antonius Triest die bisschop van Gent was tussen 1622 en 1657. Op het wapenschild staan twee jachthorens boven een windhond. Het schild is bekroond met een bisschopshoed en een koordenarabesk die aan weerszijden van het schild zes kwasten draagt.","","onbekend","ontwerper","Zuidelijke Nederlanden","1622","","datum uitvoering","1657","","eikenhout","geheel","","","","geheel","50","cm","","onbekend","","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0848","Paneel met wapenschild in maaswerk","Massief paneel met gevlamd maaswerk. Maaswerk met visblaasmotieven was kenmerkend voor het laatgotische raamwerk van vensters. Centraal op het paneel is een gekroond wapenschild afgebeeld met drie Franse lelies. Op de brede bovenrand zijn verbindingsgaten te zien. Op de achterkant van het paneel werd een versiering ingekrast. ","","onbekend","ontwerper","Frankrijk","1400","","datum uitvoering","1499","","eikenhout","geheel","","","","geheel","44","cm","1909","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0850","Briefpaneel met accoladebogen","Massief briefpaneel met meerdere ruggen, aan de uiteinden versierd met accoladebogen opgevuld met bloemtakken.","","onbekend","ontwerper","","1400","circa","datum uitvoering [overgang hooggotiek - laatgotiek]","1450","circa","hout","geheel","","","","geheel","45","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0856","Paneel met ajour maaswerk","Massief paneel met opengewerkt maaswerk. Maaswerk was kenmerkend voor het gotische raamwerk van vensters.","","onbekend","ontwerper","","1400","vermoedelijk","datum uitvoering","1450","vermoedelijk","notenhout","paneel","","","","geheel","49.5","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0862","Paneel met Apollo","Paneel met een voorstelling van Apollo die in een olijfboom verandert. Deze afbeelding is afkomstig uit een serie prenten van de hand van Antonio Tempesta uit 1606, ter illustratie van Ovidius' Metamorfosen. Het paneel is mogelijk afkomstig van een vermoedelijk 17de-eeuwse Antwerpse kunstkast, waarvan ook het gelijkaardige paneel met een voorstelling van Apollo en Cyparissus uit de collectie van Design Museum Gent afkomstig zou zijn.","","onbekend","ontwerper","Antwerpen (stad)","1606","circa","datum uitvoering","1650","circa","ebbenhout","houtsnijwerk","","","","geheel","24","cm","1909","onbekend","","","","","","","0861","Paneel met Apollo en Cyparissus"
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0864","Paneel met ajour maaswerk","Massief paneel met opengewerkt maaswerk. Maaswerk  was kenmerkend voor het gotische raamwerk voor vensters. Als achtergrond werd een stuk textiel aan het paneel toegevoegd. De opbouw van het paneel vertoont sterke gelijkenissen met paneel nummer 0872 in de collectie van Design Museum Gent.","","onbekend","ontwerper","","1400","","datum uitvoering","1499","","hout","paneel","","","","geheel","43.7","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","0872","Paneel met ajour maaswerk"
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0866","Paneel met centrale dubbele bloem","Massief paneel met centrale dubbele bloem omgeven door gestileerde arabesken. Op een van de lange zijden ontbreekt ongeveer 2 cm van de versiering. ","","onbekend","ontwerper","","1520","","datum uitvoering","1580","","eikenhout","geheel","","","","geheel","54.5","cm","1909","onbekend","","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0870","Paneel met maaswerk","Massief paneel met gevlamd maaswerk met bovenaan acanthusbladeren. Maaswerk met visblaasmotieven was kenmerkend voor het laatgotische raamwerk van vensters.","","onbekend","ontwerper","","1400","","datum uitvoering","1499","","eikenhout","geheel","","","","geheel","44.5","cm","1909","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0874","Fragment van een paneel","Fragment van een massief paneel met een versiering van verschillende slingers die in elkaar vervlochten werden. Aan de rechterkant werd een portret gesneden.","","onbekend","ontwerper","","1560","","datum uitvoering","1620","","eikenhout","geheel","","","","geheel","24","cm","","onbekend","","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0875","Paneel met lederversiering en bladwerk","Massief paneel met X-motief en bladwerk.","","onbekend","ontwerper","","1400","","datum uitvoering","1550","","eikenhout","geheel","","","","geheel","49.5","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0879","Paneel met wapenschild in maaswerk","Massief paneel met gevlamd maaswerk, ingesloten in een accoladeboog bekroond met kruisbloemen. Maaswerk met visblaasmotieven was kenmerkend voor het laatgotische raamwerk van vensters. Centraal op het paneel is een wapenschild afgebeeld waarvan de wapenfiguren zijn weggekrabd. Rondom het maaswerk is een v-vormige kantlijst aangebracht en werd een brede rand vrij gelaten.  ","","onbekend","ontwerper","","1400","","datum uitvoering","1520","","eikenhout","geheel","","","","geheel","53.8","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0881","Fragment van een paneel met wapenschild in maaswerk","Fragment van een massief paneel met gotisch maaswerk. Het paneel is ingedeeld in vier verticale stroken die van links naar rechts een roosvenster boven spitsbogen, een Bourgondische vuurslag, een gekroond wapenschild met drie Franse lelies en een gestileerde Franse lelie voorstellen, verwerkt in het maaswerk. De Bourgondische vuurslag werd veelvuldig gebruikt in de politieke propaganda van de Bourgondiërs. Met een vuurslag kunnen vonken van een vuursteen worden geslagen. ","","onbekend","ontwerper","Frankrijk","1400","","datum uitvoering","1415","","eikenhout","geheel","","","","geheel","23","cm","1904","aankoop","Antwerpen (stad)","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","meubels","ornament","0961","Hermenfiguur","Hermenfiguur die mogelijk onderdeel was van een meubel.","","onbekend","ontwerper","Zuidelijke Nederlanden","1590","","datum uitvoering","1630","","hout","geheel","","","","geheel","64","cm","1909","onbekend","","","","","","","",""
"Design Museum Gent","meubels","ornament","0964","Rococo ornament","Dit massief ornament is uitgewerkt in rococo of Louis XV-stijl, bijvoorbeeld met rocaille en bladwerk. Mogelijk was dit een meubelfragment.","","onbekend","ontwerper","","1730","","datum uitvoering","1760","","eikenhout","geheel","","","","geheel","33.2","cm","","onbekend","","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0974","Paneel met centraal portretmedaillon ","Massief paneel met vrouwenportret in een centraal medaillon. Het eenvoudige medaillon is omgeven door arabesken.","","onbekend","ontwerper","","1550","","datum uitvoering","1600","","hout","geheel","","","","geheel","44","cm","","onbekend","","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0976","Paneel met wapenschild","Massief paneel met centraal een wapenschild en de datering 1627. Het wapenschild wordt geflankeerd door een gevleugelde leeuw. Links en rechts werd het paneel versierd met knorren. ","","onbekend","ontwerper","","1627","","datum uitvoering","1699","","hout","geheel","","","","geheel","89.4","cm","","onbekend","","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0978","Paneel met 'Leda en de zwaan'","Massief paneel met een voorstelling van 'Leda en da zwaan'. Links werd een brede ruimte vrij gelaten. ","","onbekend","ontwerper","","1600","","datum uitvoering [overgang renaissance - barok]","1640","","hout","geheel","","","","geheel","53.8","cm","1909","onbekend","","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0900","Paneel met vlechtwerk","Massief paneel met sterk opengewerkte gevlochten banden met druivenranken en acanthusbladeren. Het paneel bestaat uit twee delen, aan de rugzijde aan elkaar vastgemaakt.","","onbekend","ontwerper","","1400","","datum uitvoering","1550","","eikenhout","geheel","","","","geheel","82.5","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0903","Paneel met lederversiering en bladwerk","Massief paneel met X-motief en bladwerk. ","","onbekend","ontwerper","Tongeren","1400","","datum uitvoering","1499","","eikenhout","geheel","","","","geheel","37.9","cm","","aankoop","Luik (stad)","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","lambrisering","0926","Briefpaneel","Het paneel bestaat uit vier briefpanelen afgewerkt met acanthusbladeren, vastgemaakt in een geraamte van twee stijlen en vijf korte dwarsliggers. In de tentoonstellingscatalogus van 1982 ('Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen') wordt aangegeven dat dit de zijkant van een kast zou zijn, maar in het waarderingstraject van 2018 werd dit benoemd als lambrisering.","","onbekend","ontwerper","","1400","","datum uitvoering","1499","","eikenhout","geheel","","","","geheel","180.9","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","meubels","ornament","0957","Ornament met rozet","Massief ornament in de vorm van een rozet. ","","onbekend","ontwerper","","1620","","datum uitvoering","1720","","hout","geheel","","","","geheel","2.5","cm","","onbekend","","","","","","","",""
"Design Museum Gent","meubels","zuil","0959","Zuil met rozetten","Massieve zuil die vermoedelijk diende als ondersteuning en decoratie van een kast. De zuil is aan elke zijde versierd met rozetten. ","","onbekend","ontwerper","","1400","","datum uitvoering","1499","","eikenhout","geheel","","","","geheel","8.5","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0982","Fragment van een paneel met centraal portretmedaillon","Fragment van een massief paneel met een centraal portretmedaillon. Het medaillon is omgeven door grotesken, waaronder een fantastisch masker bovenaan. ","","onbekend","ontwerper","","1500","vermoedelijk","datum uitvoering","1560","vermoedelijk","eikenhout","geheel","","","","geheel","43.8","cm","","onbekend","","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0984","Paneel met maaswerk","Massief paneel met gevlamd maaswerk, bestaande uit acanthusbladeren boven een accoladeboog en visblazen. Maaswerk met visblaasmotieven was kenmerkend voor het laatgotische raamwerk van vensters.","","onbekend","ontwerper","","1400","","datum uitvoering","1499","","eikenhout","geheel","","","","geheel","44","cm","1909","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","meubels","zuil","0988","Zuil met vergulde druivenrank","Getorste zuil versierd met een druivenrank uit stucwerk. Het kapiteel bestaat uit bladwerk.","","onbekend","ontwerper","","1620","","datum uitvoering","1640","","eikenhout","geheel","","","","geheel","8.3","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","",""
"Design Museum Gent","","kleerkast","1978-0041","Kleerkast uit Villa Les Glycines","Kleerkast in pitch pine uit de nalatenschap van Philippe en Marcel Wolfers. Volgens de overlevering is de kast uit de cottage Les Glycines afkomstig, al is niet geweten of ze er oorspronkelijk voor is gemaakt. De kast sluit qua vormgeving aan bij de meubels ontworpen door Hankar voor de cottage, maar is wellicht niet van zijn eigen hand. Het spel van licht en donker hout en de gestileerde onderdelen zijn herkenbare elementen, maar ze is eenvoudiger en meer ingehouden. Het ontwerp zou kunnen worden toegeschreven aan Emile Van Nooten, leerling en medewerker van Hankar, die de binnenafwerking van de Wolferswerf na diens dood voltooide. Deze toeschrijving is echter hypothetisch.","","Van Nooten, Emile","ontwerper","Brussel","1895","circa","","1901","vermoedelijk","pitch pine","constructie","beeldsnijden","","","geheel","220","cm","1978","aankoop","","","","","","","1978-0042","Wastafel uit Villa Les Glycines"
"Design Museum Gent","","boterschaal","1989-0078_086-103","Boterschaaltje 200 Seagull","Boterschaaltje modelnummer 200 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","","","geheel","2","cm","1990","aankoop","Gent","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0872","Paneel met ajour maaswerk","Massief paneel met opengewerkt maaswerk. Maaswerk was kenmerkend voor het gotische raamwerk van vensters. De opbouw van het paneel toont sterke gelijkenissen met paneel nummer 0864 in de collectie van Design Museum Gent.","","onbekend","ontwerper","","1400","","datum uitvoering","1499","","notenhout","geheel","","","","geheel","43.1","cm","","onbekend","","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","0864","Paneel met ajour maaswerk"
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","0865","Paneel met centraal portretmedaillon","Massief paneel met mannenportret in een centraal medaillon. Het medaillon is omgeven door grotesken en arabesken.","","onbekend","ontwerper","","1520","","datum uitvoering","1560","","notenhout","geheel","","","","geheel","26.3","cm","1909","onbekend","","","","","","","",""
"Design Museum Gent","meubels","paneel (objectnaam)","3267","Paneel met symmetrisch bladwerk","Massief paneel versierd met fijn symmetrisch bladwerk. De versiering wordt begrensd door een geprofileerde lijst.","","onbekend","ontwerper","","1710","","datum uitvoering","1730","","hout","geheel","","","","geheel","53","cm","","onbekend","","","","","","","",""
"Design Museum Gent","modelfragmenten","paneel (objectnaam)","3585","Paneel met maaswerk","Fragment van een massief paneel met gevlamd maaswerk. Maaswerk was kenmerkend voor het gotische raamwerk van vensters. Vermoedelijk maakte het paneel deel uit van het voorbord van een kist. In de collectie van Design Museum Gent bevindt zich ook het aanvullende deel van het paneel.","","onbekend","ontwerper","Frankrijk","1400","","datum uitvoering","1499","","notenhout","geheel","","","","geheel","28.3","cm","1904","aankoop","Parijs","Gotische meubels, meubelfragmenten en textiel uit eigen verzamelingen","1982-06-19","1982-09-26","Gent","","3586","Fragment ven een paneel met maaswerk"
"Design Museum Gent","meubels","schrijfkist","1863","Schrijfkist met houtsnijwerk","Schrijfkist met ijzeren handvaten waarvan de binnenkant is versierd met houtsnijwerk en houten inlegwerk. Op de keerzijde van het schrijfblad is de kruisiging van Christus afgebeeld. Schrijfkisten zoals deze konden makkelijk worden verplaatst en meegenomen zoals een hedendaagse laptop.  ","","onbekend","ontwerper","Duitsland","1500","circa","datum uitvoering [vgl met stuks in Rocox en Brussel]","1550","circa","dennenhout","constructie","marqueterie","geheel","","geheel","25.2","cm","","onbekend","","Het Bureau","2021-03-26","2021-09-12","Gent","","",""
"Design Museum Gent","meubels","kapiteel","3345","Kapiteel met cartouche","Massief kapiteel met cartouche omringd door krullen en een schelp.","","onbekend","ontwerper","","1730","","datum uitvoering ","1770","","hout","geheel","","","","geheel","40.2","cm","","onbekend","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","strijkijzer","2006-0013","Nova Matic","Elektrisch strijkijzer met zwart en wit handvat van Nova. Zwarte draaiknop waarmee de temperatuur kon afgestemd worden op het te strijken soort textiel. Het Nova Matic strijkijzer verscheen in twee kleurcombinaties; zwart/bruin-wit of rood-wit (beiden aanwezig in de collectie).","","Nova","producent","Luik (stad)","1956","","datum productie","1963","circa","phenol-formaldehyde resin (pp)","handvat zwart","","","","geheel","12.3","cm","2006-05","schenking","Brussel","","","","","","",""
"Design Museum Gent","","broodbord","1989-0078_019-103","Broodbord 28 A Seagull","Broodbord modelnummer 28 A behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","","","geheel","2.1","cm","1990","aankoop","Gent","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2004-0020","Dultex","Elektrisch wafelijzer met vaste bakvormen voor het bakken van dubbele wafels in originele productverpakking. Het toestel heeft een zwart bakelieten handvat. Het wafelijzer heeft één pootje vooraan en twee aan de achterzijde. Op beide bakzijden is een elektrische aansluiting. Het wafelijzer is wellicht een latere variant op het model Dulex, naar een ontwerp van Raymond Loewy en C.E.I.","","Nova","uitvoerder","Tongeren","1967","","datum uitvoering","1972","","plaatstaal","geheel","","","","geheel","15.3","cm","2004-01","schenking","Eke","Gestalte/Grafische vormgeving: Collect & show","2017-05-19","2017-09-17","Gent","","",""
"Design Museum Gent","","theeketel","FH-0094_1-3","Theeketel 2110","Theeketel behorend tot een éénpersoons theeservies in verzilverd metaal, ontworpen door Christopher Dresser en uitgevoerd door Hukin & Heath. De ketel draagt het modelnummer 2110. Op de buik staat een wapenschildje. Het halfcirkelvormige handvat is omwikkeld met riet.","","Dresser, Christopher","ontwerper","Londen","1879-10-18","","datum ontwerp [adhv registratiemerk]","","","tinwerk","geheel","smeden (metaalvorming)","geheel","","geheel","15.2","cm","2006-05-24","aankoop","München","Collectie in progress","2016-05-18","2018-04-02","Gent","","",""
"Design Museum Gent","","broodbord","1989-0078_017-103","Broodbord 28 A Seagull","Broodbord modelnummer 28 A behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","","","geheel","2.1","cm","1990","aankoop","Gent","","","","","","",""
"Design Museum Gent","jaren 1970","kastmeubel","1980-0310","Kast-skulptuur","Kast in gelakte vezelplaat met spiegelvlakken.","","De Mey, Jos","ontwerper","Gent","1976","","datum ontwerp","1976","","vezelplaat","geheel","","","","geheel","160","cm","1980","schenking","Gent","","","","","","",""
"Design Museum Gent","","theepot","FH-0065","Bambou","De wand en het deksel van het kannetje zijn uitgevoerd in gehamerd zilver met een decor van bamboeblaadjes, braamtakken en kruipende insecten. Op de vouwwaaier aan de voorzijde zijn de eigenaarsinitialen GC gegraveerd. De conische kan heeft een bolle bodem die tussen de gebogen bamboestengels van het onderstel past. Dit is de enige bekende kan van het model ""Bambou"" en een van de zeldzame 'grotere' voorwerpen die Philippe Wolfers in een duidelijk japoniserende stijl ontwierp.
Het Design museum Gent bezit ook de ontwerptekening voor de thee- en melkkannetjes ""Bambou"" (inv.nr. 96/13). In tegenstelling tot het kleurrijke ontwerp, dat een uitvoering in verguld zilver met niëllo en email kan doen vermoeden, is de kleine theepot volledig in zilver uitgevoerd. De touwtjes rond de aan elkaar gesjorde bamboestengels zijn in de gerealiseerde versie sterker benadrukt.","","Wolfers, Philippe","ontwerper","Brussel","1885","circa","datum uitvoering [o.b.v. oprichtingsdatum firma & meestermerk op kannetje]","1890","circa","zilver","geheel","metaalbewerken","","","geheel","13.6","cm","1996-03-15","aankoop","New York","Object Stories. Een kijk op de collectie","2018-05-18","","Gent","","1996-0013_0-2","Ontwerptekeningen theepot en melkkan Bambou"
